,OSEBuildingID,BuildingType,PrimaryPropertyType,TaxParcelIdentificationNumber,Neighborhood,Latitude,Longitude,NumberofBuildings,NumberofFloors,PropertyGFATotal,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,ENERGYSTARScore,SourceEUI(kBtu/sf),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),ComplianceStatus,GHGEmissionsIntensity,BuildingAge,most_use_steam,most_use_natural,most_use_electric,use_stream,use_electricity,use_natural,percent_steam,percent_natural,percent_electricity,LargestPropertyUseTypeGFA_rate,SecondLargestPropertyUseTypeGFA_rate,ThirdLargestPropertyUseTypeGFA_rate,PropertyGFABuilding(s)_rate,PropertyGFAParking_rate,GFAPerBuilding,GFAPerFloor,NumberOfAllUseTypes,TotalGHGEmissionsLog,SiteEnergyUse(kBtu)Log,Age_cat
943,21893,NonResidential,Storage,2433700015,GREATER DUWAMISH,47.5213,-122.32182,1.0,1,31600,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,3.0,219.8000031,0.0,1633306.0,1730229.0,Compliant,3.27,37,0,1,0,0,1,1,0.0,51.44079071572022,48.55920928427978,100.0,0.0,0.0,100.0,0.0,31600.0,31600.0,26,2.0182010224962914,6.526796144866325,"(30, 40]"
944,21894,NonResidential,Storage,2433700068,GREATER DUWAMISH,47.52024,-122.32137,1.0,1,35289,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,63.0,55.09999847,0.0,490823.0,385602.0,Compliant,0.68,9,0,0,1,0,1,1,0.0,43.99714750263856,56.00285249736144,100.0,0.0,0.0,100.0,0.0,35289.0,35289.0,26,1.3961993470957363,5.942715252833258,"(0, 10]"
945,21896,NonResidential,Storage,2433700074,GREATER DUWAMISH,47.51899,-122.321,1.0,1,28920,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,50.0,80.69999695,0.0,279044.0,1471375.0,Compliant,2.77,35,0,1,0,0,1,1,0.0,84.0584454350644,15.941554564935595,103.73,0.0,0.0,100.0,0.0,28920.0,28920.0,26,1.9089673004183878,6.243142266856271,"(30, 40]"
946,21897,NonResidential,Storage,2433700075,GREATER DUWAMISH,47.5193,-122.3213,1.0,1,22176,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,60.0,47.79999924,0.0,137469.0,598959.0,Compliant,1.48,38,0,1,0,0,1,1,0.0,81.33300200426926,18.666997995730743,100.0,0.0,0.0,100.0,0.0,22176.0,22176.0,26,1.5285310606354117,5.867131250928171,"(30, 40]"
947,21898,NonResidential,Storage,2433700076,GREATER DUWAMISH,47.51968,-122.3212,1.0,1,31300,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,89.0,26.89999962,0.0,220913.0,141961.0,Error - Correct Default Data,0.29,38,0,0,1,0,1,1,0.0,39.121292790334934,60.878707209665066,100.0,0.0,0.0,100.0,0.0,31300.0,31300.0,26,1.0034605321095065,5.55975704883973,"(30, 40]"
948,21902,NonResidential,Storage,2433700165,GREATER DUWAMISH,47.51918,-122.31957,1.0,1,22000,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,Parking,no information,14.0,100.0,0.0,700628.0,0.0,Error - Correct Default Data,0.22,37,0,0,1,0,1,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,22000.0,22000.0,35,0.7693773260761385,5.845487876951964,"(30, 40]"
949,21904,NonResidential,Office,2434900010,NORTH,47.70079,-122.32714,1.0,3,39927,"Office, Parking",Office,Parking,no information,38.0,283.3999939,0.0,3568419.0,0.0,Compliant,0.62,42,0,0,1,0,1,0,0.0,0.0,100.0,99.03,0.0,0.0,100.0,0.0,39927.0,13309.0,15,1.4129642719966629,6.552476025656234,"(40, 50]"
950,21905,NonResidential,Other,2434900060,NORTH,47.69883,-122.32479,1.0,1,30610,"Office, Other - Recreation",Other - Recreation,Office,no information,,283.8999939,0.0,1999987.0,2294563.0,Compliant,4.44,37,0,1,0,0,1,1,0.0,53.42964920655249,46.57035079344751,76.18,23.82,0.0,100.0,0.0,30610.0,30610.0,26,2.136117842896476,6.632917764578051,"(30, 40]"
951,21907,NonResidential,Healthcare,2434900090,NORTH,47.70007,-122.32533,1.0,2,26930,Medical Office,Medical Office,no information,no information,64.0,116.9000015,0.0,1002995.0,0.0,Compliant,0.26,36,0,0,1,0,1,0,0.0,0.0,100.0,100.0,0.0,0.0,76.42,23.58,26930.0,13465.0,14,0.9025467793139914,6.001299201034983,"(30, 40]"
952,21909,NonResidential,Healthcare,2434900130,NORTH,47.70087,-122.32379,1.0,2,38745,"Medical Office, Parking",Medical Office,Parking,no information,76.0,119.0,0.0,2251578.0,638800.0,Compliant,1.28,48,0,0,1,0,1,1,0.0,22.100915520392142,77.89908447960785,167.94,0.0,0.0,100.0,0.0,38745.0,19372.5,23,1.7043221408222353,6.460954943467352,"(40, 50]"
953,21913,NonResidential,Storage,2436200935,NORTHEAST,47.66353,-122.29505,1.0,2,20296,Self-Storage Facility,Self-Storage Facility,no information,no information,,132.3999939,0.0,855665.0,0.0,Compliant,0.29,57,0,0,1,0,1,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,20296.0,10148.0,21,0.8432327780980095,5.93230433902823,"(50, 60]"
954,21916,NonResidential,Mixed Use,2436201005,NORTHEAST,47.66246,-122.29342,1.0,2,22135,"Medical Office, Non-Refrigerated Warehouse, Office, Retail Store",Medical Office,Office,Retail Store,,135.8000031,0.0,858099.0,403535.0,Compliant,1.24,71,0,0,1,0,1,1,0.0,31.985108200952098,68.0148917990479,46.93,36.67,14.46,100.0,0.0,22135.0,11067.5,64,1.4534712337229359,6.100933900705435,"(70, 80]"
955,21917,NonResidential,Healthcare,2436201055,NORTHEAST,47.66183,-122.29264,1.0,3,38378,"Medical Office, Parking",Medical Office,Parking,no information,86.0,92.80000305,0.0,729620.0,915985.0,Compliant,1.4,49,0,1,0,0,1,1,0.0,55.66250710225115,44.33749289774885,91.37,8.63,0.0,100.0,0.0,38378.0,12792.667,23,1.738225448142505,6.21632589514799,"(40, 50]"
956,21920,NonResidential,Storage,2437200015,NORTHEAST,47.66294,-122.29521,1.0,2,33576,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,64.0,64.19999695,0.0,390124.0,885108.0,Compliant,1.48,36,0,1,0,0,1,1,0.0,69.40760583172317,30.59239416827683,100.0,0.0,0.0,100.0,0.0,33576.0,16788.0,26,1.7052648623174043,6.105589457566501,"(30, 40]"
957,21921,NonResidential,Retail,2437200030,NORTHEAST,47.66205,-122.29545,1.0,1,33005,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,no information,21.0,759.2000122,0.0,7359683.0,3283070.0,Compliant,6.84,41,0,0,1,0,1,1,0.0,30.84793943822618,69.15206056177382,105.99,0.0,0.0,100.0,0.0,33005.0,33005.0,34,2.355394044623171,7.0270540646529,"(40, 50]"
958,21945,NonResidential,Other,2560350000,EAST,47.61074,-122.32259,1.0,1,20971,"Bank Branch, Medical Office, Parking, Retail Store",Parking,Retail Store,Medical Office,,104.5,0.0,729397.0,0.0,Compliant,0.24,35,0,0,1,0,1,0,0.0,0.0,100.0,111.98,49.4,40.58,100.0,0.0,20971.0,20971.0,50,0.7839035792727349,5.862964679789764,"(30, 40]"
959,21955,NonResidential,Office,2225039036,MAGNOLIA / QUEEN ANNE,47.63981,-122.39907,1.0,3,23910,"Office, Retail Store",Office,Retail Store,no information,,97.59999847,0.0,678167.0,195410.0,Compliant,0.63,89,0,0,1,0,1,1,0.0,22.368949731964097,77.6310502680359,83.65,16.35,0.0,100.0,0.0,23910.0,7970.0,20,1.207095540419218,5.941301843677408,"(80, 90]"
960,21964,NonResidential,Worship Facility,2767601245,BALLARD,47.67477,-122.38241,1.0,2,21765,Worship Facility,Worship Facility,no information,no information,80.0,32.29999924,0.0,119922.0,311468.0,Compliant,0.8,106,0,1,0,0,1,1,0.0,72.20102459491412,27.798975405085883,100.0,0.0,0.0,100.0,0.0,21765.0,10882.5,16,1.2643455070500924,5.634871489320854,"(100, 110]"
961,22062,Campus,Education,2254500880,EAST,47.61065,-122.31711,1.0,2,2200000,"College/University, Parking",College/University,Parking,no information,,145.0,0.0,61672821.0,52975694.0,Compliant,1.47,77,0,0,1,0,1,1,0.0,46.207047688319385,53.792952311680615,78.17,14.5,0.0,100.0,0.0,2200000.0,1100000.0,27,3.511145101374597,8.059368456574184,"(70, 80]"
962,22078,NonResidential,Worship Facility,2254502165,CENTRAL,47.6101,-122.30838,1.0,2,26560,Worship Facility,Worship Facility,no information,no information,1.0,117.1999969,0.0,609983.0,1141501.0,Compliant,2.44,115,0,1,0,0,1,1,0.0,65.17336156082499,34.82663843917501,100.0,0.0,0.0,100.0,0.0,26560.0,13280.0,16,1.8187535904977168,6.243406391306922,
963,22095,NonResidential,Storage,2264501050,LAKE UNION,47.65022,-122.34174,1.0,2,20140,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,49.0,18.20000076,0.0,116487.0,0.0,Compliant,0.04,59,0,0,1,0,1,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,20140.0,10070.0,26,0.2576785748691845,5.066279703531584,"(50, 60]"
964,22139,NonResidential,Retail,2724049105,GREATER DUWAMISH,47.53846,-122.28305,1.0,2,38845,"Parking, Retail Store",Retail Store,Parking,no information,82.0,364.0,0.0,3290526.0,3626753.0,Compliant,5.55,24,0,1,0,0,1,1,0.0,52.43034146808304,47.56965853191696,100.0,15.45,0.0,100.0,0.0,38845.0,19422.5,21,2.33557824276245,6.83993541833744,"(20, 30]"
965,22142,NonResidential,Retail,2724049127,GREATER DUWAMISH,47.53747,-122.28308,1.0,1,26092,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,no information,40.0,711.5,0.0,5004995.0,2614450.0,Compliant,6.66,63,0,0,1,0,1,1,0.0,34.31286661955038,65.68713338044962,99.44,0.0,0.0,100.0,0.0,26092.0,26092.0,34,2.242417184417719,6.881923395501072,"(60, 70]"
966,22149,SPS-District K-12,Education,2726049114,NORTH,47.70743,-122.28463,1.0,1,38582,K-12 School,K-12 School,no information,no information,85.0,85.80000305,0.0,729477.0,1119402.0,Error - Correct Default Data,1.67,61,0,1,0,0,1,1,0.0,60.54490315483058,39.45509684516942,104.64,0.0,0.0,100.0,0.0,38582.0,38582.0,11,1.816506437046357,6.266908607108115,"(60, 70]"
967,22163,NonResidential,Office,2738100380,GREATER DUWAMISH,47.55045,-122.32749,1.0,1,25500,Office,Office,no information,no information,98.0,66.30000305,0.0,198748.0,1015122.0,Compliant,2.17,49,0,1,0,0,1,1,0.0,83.62691227231912,16.37308772768089,100.0,0.0,0.0,100.0,0.0,25500.0,25500.0,6,1.7505083948513462,6.084172446582642,"(40, 50]"
968,22165,NonResidential,Storage,2738100500,GREATER DUWAMISH,47.5478,-122.32307,1.0,1,41895,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,no information,,78.69999695,0.0,886222.0,356089.0,Compliant,0.6,55,0,0,1,0,1,1,0.0,28.66343451840964,71.33656548159036,89.57,6.2,0.0,100.0,0.0,41895.0,41895.0,34,1.4164740791002208,6.094230855063232,"(50, 60]"
969,22166,NonResidential,Retail,2738100610,GREATER DUWAMISH,47.54912,-122.32184,1.0,2,56193,Retail Store,Retail Store,no information,no information,,115.8000031,0.0,1858950.0,638992.0,Compliant,0.83,58,0,0,1,0,1,1,0.0,25.580738063573936,74.41926193642607,100.0,0.0,0.0,100.0,0.0,56193.0,28096.5,12,1.6803355134145632,6.397582654478605,"(50, 60]"
970,22223,NonResidential,Education,2767900390,BALLARD,47.6712,-122.37568,1.0,3,35448,K-12 School,K-12 School,no information,no information,97.0,57.40000153,0.0,280549.0,1099383.0,Compliant,1.7,94,0,1,0,0,1,1,0.0,79.669360519214,20.330639480786008,100.0,0.0,0.0,100.0,0.0,35448.0,11816.0,11,1.7877437716464668,6.1398581579382485,"(90, 100]"
971,22230,NonResidential,Retail,2768100235,BALLARD,47.66986,-122.37418,1.0,1,29214,Supermarket/Grocery Store,Supermarket/Grocery Store,no information,no information,8.0,781.0999756,0.0,6227281.0,3108958.0,Compliant,7.14,50,0,0,1,0,1,1,0.0,33.29989731411118,66.70010268588882,100.0,0.0,0.0,100.0,0.0,29214.0,29214.0,25,2.3212462129905913,6.970172007276384,"(40, 50]"
972,22240,NonResidential,Retail,2768300240,BALLARD,47.66828,-122.37428,1.0,1,89103,"Parking, Supermarket/Grocery Store",Supermarket/Grocery Store,Parking,no information,34.0,660.2000122,0.0,7808020.0,6221459.0,Compliant,4.32,16,0,0,1,0,1,1,0.0,44.34561682582796,55.65438317417204,52.79,0.0,0.0,51.7,48.3,89103.0,89103.0,34,2.5864185045859727,7.147041605240391,"(10, 20]"
973,22252,NonResidential,Other,2768300955,BALLARD,47.66621,-122.37502,1.0,1,32000,"Office, Other - Recreation",Other - Recreation,Office,no information,,73.59999847,0.0,548631.0,782491.0,Compliant,1.42,55,0,1,0,0,1,1,0.0,58.78431879271772,41.21568120728228,93.38,14.69,0.0,100.0,0.0,32000.0,32000.0,26,1.6663307443019686,6.124218228303362,"(50, 60]"
974,22259,NonResidential,Mixed Use,2768301991,BALLARD,47.66389,-122.37307,1.0,2,31140,"Non-Refrigerated Warehouse, Other, Retail Store",Other,Retail Store,Non-Refrigerated Warehouse,,47.29999924,0.0,234613.0,700967.0,Compliant,1.25,106,0,1,0,0,1,1,0.0,74.92325616195302,25.076743838046987,47.66,30.19,22.16,100.0,0.0,31140.0,15570.0,47,1.600537294364469,5.971081538533456,"(100, 110]"
975,22261,NonResidential,Storage,2768301991,BALLARD,47.6644,-122.37246,1.0,3,41478,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,no information,3.0,167.5,0.0,1799383.0,1236579.0,Compliant,1.89,41,0,0,1,0,1,1,0.0,40.731043405681625,59.268956594318375,76.99,23.01,0.0,100.0,0.0,41478.0,13826.0,34,1.898834838068274,6.482296510168499,"(40, 50]"
976,22264,NonResidential,Storage,2768302361,BALLARD,47.66411,-122.37185,1.0,1,39840,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,2.0,59.29999924,0.0,752104.0,0.0,Compliant,0.13,36,0,0,1,0,1,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,39840.0,39840.0,26,0.795184589682424,5.876278475880634,"(30, 40]"
977,22312,Nonresidential COS,Other,2767700235,BALLARD,47.66984,-122.3842,1.0,1,30576,"Library, Other - Services",Library,Other - Services,no information,,196.3000031,0.0,930038.0,603208.0,Compliant,1.26,12,0,0,1,0,1,1,0.0,39.341892951294184,60.658107048705816,49.06,10.14,0.0,49.06,50.94,30576.0,30576.0,25,1.5968169359155906,6.185612052793046,"(10, 20]"
978,22327,NonResidential,Other,2767700935,BALLARD,47.66894,-122.38242,1.0,2,21528,Social/Meeting Hall,Social/Meeting Hall,no information,no information,,35.29999924,0.0,209914.0,96997.0,Compliant,0.31,92,0,0,1,0,1,1,0.0,31.604276158234796,68.3957238417652,100.0,0.0,0.0,100.0,0.0,21528.0,10764.0,19,0.8813846567705729,5.487014002042516,"(90, 100]"
979,22332,NonResidential,Other,2767701080,BALLARD,47.66908,-122.38627,1.0,2,30000,"Parking, Strip Mall",Strip Mall,Parking,no information,,123.5,0.0,975561.0,119380.0,Compliant,0.44,88,0,0,1,0,1,1,0.0,10.90287056562865,89.09712943437135,86.09,0.0,0.0,100.0,0.0,30000.0,15000.0,19,1.1504494094608806,6.039391015681647,"(80, 90]"
980,22420,NonResidential,Other,2767704040,BALLARD,47.67482,-122.37316,1.0,2,30087,Other,Other,no information,no information,,542.0999756,0.0,5274641.0,0.0,Compliant,1.22,74,0,0,1,0,1,0,0.0,0.0,100.0,101.55,0.0,0.0,100.0,0.0,30087.0,15043.5,5,1.577146984827525,6.722193070912525,"(70, 80]"
981,22438,NonResidential,Worship Facility,2768302590,BALLARD,47.66327,-122.37439,1.0,1,40445,Worship Facility,Worship Facility,no information,no information,92.0,34.40000153,0.0,271219.0,515035.0,Compliant,0.72,41,0,1,0,0,1,1,0.0,65.50491317055302,34.495086829446976,100.0,0.0,0.0,100.0,0.0,40445.0,40445.0,16,1.4805817868291689,5.895563247641644,"(40, 50]"
982,22440,NonResidential,Retail,2768302800,BALLARD,47.66318,-122.37283,1.0,1,23500,Retail Store,Retail Store,no information,no information,53.0,141.6999969,0.0,1021883.0,116084.0,Compliant,0.57,20,0,0,1,0,1,1,0.0,10.200998798734936,89.79900120126506,100.0,0.0,0.0,100.0,0.0,23500.0,23500.0,12,1.1550322287909702,6.056130240560353,"(10, 20]"
983,22454,NonResidential,Retail,2769601465,BALLARD,47.67518,-122.36549,1.0,1,22420,Retail Store,Retail Store,no information,no information,82.0,148.0,0.0,927422.0,476832.0,Compliant,1.42,49,0,0,1,0,1,1,0.0,33.95625008011371,66.0437499198863,102.89,0.0,0.0,100.0,0.0,22420.0,22420.0,12,1.5157414166693652,6.147445901585246,"(40, 50]"
984,22479,NonResidential,Retail,2770602660,MAGNOLIA / QUEEN ANNE,47.64909,-122.37788,1.0,1,25842,Supermarket/Grocery Store,Supermarket/Grocery Store,no information,no information,35.0,718.7000122,0.0,4656997.0,3861316.0,Compliant,9.19,55,0,0,1,0,1,1,0.0,45.329585799441745,54.670414200558255,100.56,0.0,0.0,100.0,0.0,25842.0,25842.0,25,2.377561214917793,6.930353644889396,"(50, 60]"
985,22480,NonResidential,Office,2770602690,MAGNOLIA / QUEEN ANNE,47.65018,-122.37787,1.0,3,26389,"Fitness Center/Health Club/Gym, Office",Office,Fitness Center/Health Club/Gym,no information,,143.6999969,0.0,1208035.0,0.0,Compliant,0.32,24,0,0,1,0,1,0,0.0,0.0,100.0,63.53,36.47,0.0,100.0,0.0,26389.0,8796.333,38,0.9740509027928773,6.082080011457248,"(20, 30]"
986,22486,NonResidential,Office,2770603315,MAGNOLIA / QUEEN ANNE,47.65252,-122.37587,1.0,3,25859,"Office, Parking",Office,Parking,no information,88.0,88.69999695,0.0,665707.0,193073.0,Compliant,0.58,34,0,0,1,0,1,1,0.0,22.48224225063462,77.51775774936537,100.0,15.47,0.0,100.0,0.0,25859.0,8619.667,15,1.2013971243204515,5.933882743441809,"(30, 40]"
987,22502,NonResidential,Storage,2771605265,MAGNOLIA / QUEEN ANNE,47.66238,-122.38831,1.0,1,25600,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,Office,no information,1.0,173.0,0.0,1249609.0,480992.0,Compliant,1.34,42,0,0,1,0,1,1,0.0,27.79335040254802,72.20664959745199,80.47,19.53,0.0,100.0,0.0,25600.0,25600.0,34,1.5472823079633031,6.238197107172959,"(40, 50]"
988,22504,NonResidential,Other,2771605305,MAGNOLIA / QUEEN ANNE,47.66126,-122.38751,1.0,1,23169,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,no information,no information,,68.40000153,0.0,222256.0,0.0,Compliant,0.07,51,0,0,1,0,1,0,0.0,0.0,100.0,44.02,0.0,0.0,100.0,0.0,23169.0,23169.0,30,0.4065401804339551,5.346855264901551,"(50, 60]"
989,22509,NonResidential,Office,2771605313,MAGNOLIA / QUEEN ANNE,47.66106,-122.38576,1.0,4,41784,"Office, Parking",Office,Parking,no information,89.0,121.8000031,0.0,1294615.0,0.0,Compliant,0.22,8,0,0,1,0,1,0,0.0,0.0,100.0,79.9,20.1,0.0,79.9,20.1,41784.0,10446.0,15,1.0013009330204181,6.112141053972688,"(0, 10]"
990,22511,NonResidential,Storage,2771605365,MAGNOLIA / QUEEN ANNE,47.66206,-122.38948,1.0,1,56884,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,no information,no information,71.0,54.5,0.0,785464.0,602881.0,Compliant,0.66,56,0,0,1,0,1,1,0.0,43.42443700953293,56.57556299046707,100.0,0.0,0.0,100.0,0.0,56884.0,56884.0,26,1.585347911094591,6.142497752457469,"(50, 60]"
991,22519,NonResidential,Retail,2776600135,BALLARD,47.6917,-122.37617,1.0,1,32810,Retail Store,Retail Store,no information,no information,66.0,148.3999939,0.0,1316268.0,701700.0,Compliant,1.42,27,0,0,1,0,1,1,0.0,34.7726029352299,65.2273970647701,100.0,0.0,0.0,100.0,0.0,32810.0,32810.0,12,1.6761446803562061,6.304914436525449,"(20, 30]"
992,22547,NonResidential,Storage,2770603945,MAGNOLIA / QUEEN ANNE,47.64455,-122.37581,1.0,3,30989,Self-Storage Facility,Self-Storage Facility,no information,no information,,9.899999619,0.0,97690.0,0.0,Compliant,0.02,36,0,0,1,0,1,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,30989.0,10329.667,21,0.2253092817258629,4.9898563265182005,"(30, 40]"
993,22548,NonResidential,Storage,2770603955,MAGNOLIA / QUEEN ANNE,47.64418,-122.37587,1.0,3,39952,Self-Storage Facility,Self-Storage Facility,no information,no information,,4.5,0.0,57133.0,0.0,Compliant,0.01,101,0,0,1,0,1,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,39952.0,13317.333,21,0.146128035678238,4.756896144786158,"(100, 110]"
994,22574,NonResidential,Office,2770604870,MAGNOLIA / QUEEN ANNE,47.65504,-122.37402,1.0,2,20022,Office,Office,no information,no information,80.0,99.30000305,0.0,657386.0,0.0,Compliant,0.23,55,0,0,1,0,1,0,0.0,0.0,100.0,103.81,0.0,0.0,100.0,0.0,20022.0,10011.0,6,0.7466341989375788,5.817820987673921,"(50, 60]"
995,22577,NonResidential,Storage,2770605690,MAGNOLIA / QUEEN ANNE,47.65563,-122.37194,1.0,2,36498,"Distribution Center, Non-Refrigerated Warehouse",Distribution Center,Non-Refrigerated Warehouse,no information,89.0,31.79999924,0.0,277628.0,242384.0,Compliant,0.41,56,0,0,1,0,1,1,0.0,46.61123204849119,53.38876795150881,49.95,47.13,0.0,100.0,0.0,36498.0,18249.0,47,1.1989318699322091,5.716014044268451,"(50, 60]"
996,22579,NonResidential,Storage,2770606119,MAGNOLIA / QUEEN ANNE,47.66161,-122.39075,1.0,1,35946,"Distribution Center, Office",Distribution Center,Office,no information,,31.20000076,0.0,300259.0,169240.0,Compliant,0.31,48,0,0,1,0,1,1,0.0,36.04693513724204,63.95306486275796,88.59,11.41,0.0,100.0,0.0,35946.0,35946.0,27,1.082066934285113,5.671636348176062,"(40, 50]"
997,22585,NonResidential,Office,2770606573,MAGNOLIA / QUEEN ANNE,47.66006,-122.38631,1.0,4,30152,"Office, Parking",Office,Parking,no information,96.0,105.3000031,0.0,844068.0,976.0,Compliant,0.2,9,0,0,1,0,1,1,0.0,0.11549694453779921,99.8845030554622,83.52,16.48,0.0,81.16,18.84,30152.0,7538.0,15,0.8413594704548549,5.9268799006837005,"(0, 10]"
998,22607,NonResidential,Office,2771100445,MAGNOLIA / QUEEN ANNE,47.65881,-122.38382,1.0,4,22365,Office,Office,no information,no information,71.0,105.6999969,0.0,727386.0,0.0,Compliant,0.23,37,0,0,1,0,1,0,0.0,0.0,100.0,96.66,0.0,0.0,100.0,0.0,22365.0,5591.25,6,0.7831886910752576,5.8617654230447895,"(30, 40]"
999,22609,NonResidential,Office,2771100510,MAGNOLIA / QUEEN ANNE,47.65801,-122.3839,1.0,4,30172,Office,Office,no information,no information,82.0,94.09999847,0.0,904060.0,0.0,Compliant,0.21,22,0,0,1,0,1,0,0.0,0.0,100.0,100.0,0.0,0.0,100.0,0.0,30172.0,7543.0,6,0.8633228601204559,5.956197674708189,"(20, 30]"
1000,22650,NonResidential,Storage,2767702360,BALLARD,47.66353,-122.38064,1.0,4,42500,"Non-Refrigerated Warehouse, Retail Store",Non-Refrigerated Warehouse,Retail Store,no information,100.0,15.89999962,0.0,241478.0,0.0,Compliant,0.04,89,0,0,1,0,1,0,0.0,0.0,100.0,100.0,11.98,0.0,100.0,0.0,42500.0,10625.0,40,0.4281347940287888,5.382880436642397,"(80, 90]"
1001,22654,NonResidential,Office,2767702515,BALLARD,47.66691,-122.38416,1.0,4,23032,"Office, Restaurant, Retail Store",Office,Restaurant,Retail Store,,166.1000061,0.0,1121537.0,0.0,Compliant,0.34,115,0,0,1,0,1,0,0.0,0.0,100.0,62.73,23.01,6.34,100.0,0.0,23032.0,5758.0,32,0.9454685851318197,6.04981428337636,
1002,22672,NonResidential,Other,2767702960,BALLARD,47.66646,-122.38263,1.0,3,45750,"Other, Parking",Other,Parking,no information,,262.7999878,0.0,1749609.0,5490664.0,Compliant,6.64,116,0,1,0,0,1,1,0.0,75.83504102676791,24.164958973232086,93.66,6.34,0.0,89.26,10.74,45750.0,15250.0,14,2.4840292109404567,6.859755061875929,
1003,22676,NonResidential,Office,2767703120,BALLARD,47.66497,-122.38047,1.0,2,23500,Office,Office,no information,no information,26.0,181.3999939,0.0,1192984.0,493421.0,Compliant,1.47,48,0,0,1,0,1,1,0.0,29.258748639858158,70.74125136014185,100.0,0.0,0.0,100.0,0.0,23500.0,11750.0,6,1.5504729571065634,6.226962138695081,"(40, 50]"
1004,22678,NonResidential,Office,2767703190,BALLARD,47.66431,-122.37988,1.0,1,22282,Office,Office,no information,no information,93.0,56.09999847,0.0,306298.0,273590.0,Compliant,0.75,50,0,0,1,0,1,1,0.0,47.1798002372872,52.8201997627128,100.0,0.0,0.0,100.0,0.0,22282.0,22282.0,6,1.247236549506764,5.7633451046698445,"(40, 50]"
1005,22679,NonResidential,Storage,2767703240,BALLARD,47.66351,-122.37961,1.0,2,24000,Self-Storage Facility,Self-Storage Facility,no information,no information,,39.59999847,0.0,201999.0,300900.0,Compliant,0.72,114,0,1,0,0,1,1,0.0,59.83308775718385,40.16691224281615,100.0,0.0,0.0,100.0,0.0,24000.0,12000.0,21,1.2645817292380774,5.701481365752032,
1006,22684,NonResidential,Mixed Use,2767703630,BALLARD,47.66852,-122.38175,1.0,3,27085,"Multifamily Housing, Office, Other, Strip Mall",Strip Mall,Office,Multifamily Housing,,153.1000061,0.0,981638.0,1013494.0,Compliant,2.24,107,0,1,0,0,1,1,0.0,50.79834316726913,49.20165683273087,35.07,30.26,24.74,100.0,0.0,27085.0,9028.333,46,1.7900739484263049,6.299971797603928,"(100, 110]"
1007,22801,Nonresidential COS,Other,2826049024,NORTH,47.70544,-122.2918,1.0,2,29258,"Fitness Center/Health Club/Gym, Other - Recreation, Swimming Pool",Other - Recreation,Fitness Center/Health Club/Gym,Swimming Pool,,402.5,0.0,2608582.0,5478361.0,Compliant,10.57,20,0,1,0,0,1,1,0.0,67.74328692560341,32.25671307439659,109.34,9.05,0.0,100.0,0.0,29258.0,14629.0,65,2.4915577825513346,6.907784462595412,"(10, 20]"
1008,22804,NonResidential,Office,2826049043,NORTH,47.719,-122.29966,1.0,2,37500,Office,Office,no information,no information,58.0,152.6000061,0.0,1614256.0,621509.0,Compliant,1.18,85,0,0,1,0,1,1,0.0,27.798494027771255,72.20150597222874,100.0,0.0,0.0,100.0,0.0,37500.0,18750.0,6,1.6557145496187098,6.349426444537832,"(80, 90]"
1009,22810,NonResidential,Education,2832100190,NORTHWEST,47.73143,-122.32784,1.0,3,23983,K-12 School,K-12 School,no information,no information,61.0,104.9000015,0.0,618998.0,545367.0,Compliant,1.39,86,0,0,1,0,1,1,0.0,46.83814783165073,53.16185216834927,100.0,0.0,0.0,100.0,0.0,23983.0,7994.333,11,1.5350408132511606,6.066089422114787,"(80, 90]"
